OSEBuildingID,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,SteamRatio,ElectricityRatio,NaturalGasRatio,SurfacePerBuilding,SurfacePerFloor,ParkingRatio,BuildingRatio,building_age
20406,NonResidential,REYNOLDS WORK RELEASE,Downtown,1.0,6,35820,0,35820,Hotel,94.0,3321603.0,130.58,0.0,0.29905711188242545,0.7009428881175745,35820.0,5970.0,0.0,1.0,116
20415,NonResidential,Holy Rosary School,Southwest,1.0,2,33462,0,33462,K-12 School,76.0,3987215.5,185.23,0.0,0.14419586801867118,0.8558042573821254,33462.0,16731.0,0.0,1.0,103
20419,NonResidential,Seattle Lutheran High School,Southwest,1.0,3,49744,0,49744,K-12 School,98.0,2096835.5,89.29,0.0,0.22812900678188633,0.7718707547635473,49744.0,16581.333333333332,0.0,1.0,60
20425,NonResidential,Hope Lutheran Church & School,Southwest,1.0,2,37816,0,37816,Worship Facility,60.0,1411305.5,43.45,0.0,0.48379461427734816,0.5162050314407476,37816.0,18908.0,0.0,1.0,102
20435,NonResidential,Trader Joe's,Southwest,1.0,2,25762,0,25762,Supermarket/Grocery Store,100.0,1906384.875,13.29,0.0,1.0000000655691312,0.0,25762.0,12881.0,0.0,1.0,79
20440,NonResidential,SK Food Group,Southwest,1.0,3,43387,0,43387,Office,60.0,2686765.0,34.15,0.0,0.8756232867407459,0.12437671325925416,43387.0,14462.333333333334,0.0,1.0,44
20500,NonResidential,Central Park,Greater Duwamish,1.0,1,37500,0,37500,Warehouse,36.0,1811506.375,13.16,0.0,0.9935918663272714,0.006407926662692534,37500.0,37500.0,0.0,1.0,40
20503,NonResidential,Seattle Children's Hospital Odessa Brown Children's Clinic,Central,1.0,2,39000,0,39000,Medical Office,25.0,2615247.75,33.92,0.0,0.8699649966241249,0.13003471659616186,39000.0,19500.0,0.0,1.0,35
20523,NonResidential,ABM/ Johnson Barrow,Greater Duwamish,1.0,1,29740,0,29740,Office,57.0,1467060.25,19.82,0.0,0.8583117155549679,0.1416881140362163,29740.0,29740.0,0.0,1.0,64
20531,NonResidential,American Red Cross,Southeast,1.0,2,39170,0,39170,Office,81.0,2130673.75,63.06,0.0,0.5096204897629212,0.4903796275708564,39170.0,19585.0,0.0,1.0,55
20552,NonResidential,OLD WESTERN STEEL CASTING CO,Greater Duwamish,1.0,1,20000,0,20000,Retail,75.0,557863.6875,3.89,0.0,1.0000005601726856,0.0,20000.0,20000.0,0.0,1.0,111
20556,NonResidential,3300,Greater Duwamish,1.0,2,32400,0,32400,Warehouse,91.0,248616.0,1.73,0.0,1.0,0.0,32400.0,16200.0,0.0,1.0,70
20604,NonResidential,MCNIVEN,Greater Duwamish,1.0,1,26680,0,26680,Warehouse,92.0,243518.2031,1.7,0.0,0.9999991659761059,0.0,26680.0,26680.0,0.0,1.0,70
20605,NonResidential,VISKO BUILDING,Delridge,1.0,1,31521,0,31521,Warehouse,6.0,1788148.0,61.71,0.0,0.40317971443079653,0.5968202855692034,31521.0,31521.0,0.0,1.0,72
20620,NonResidential,3851 Distribution Center,Greater Duwamish,1.0,1,35579,0,35579,Warehouse,72.0,1096646.25,39.05,0.0,0.37938122708211514,0.6206185449501149,35579.0,35579.0,0.0,1.0,27
20626,NonResidential,3317,Greater Duwamish,1.0,1,49950,0,49950,Warehouse,77.0,238969.7031,1.67,0.0,1.0000012424169096,0.0,49950.0,49950.0,0.0,1.0,50
20659,NonResidential,Magnolia United Church of Christ,Magnolia / Queen Anne,1.0,2,22612,0,22612,Worship Facility,87.0,731321.8125,31.6,0.0,0.21457038107967005,0.7854298753054081,22612.0,11306.0,0.0,1.0,78
20707,NonResidential,Mallory Safety & Supply LLC,Greater Duwamish,1.0,1,30545,0,30545,Warehouse,12.0,1577040.875,61.53,0.0,0.30549683755026324,0.6945032417121084,30545.0,30545.0,0.0,1.0,87
20735,NonResidential,St. Anne School,Magnolia / Queen Anne,1.0,3,32691,0,32691,K-12 School,99.0,971990.3125,29.82,0.0,0.48609640849686964,0.5139032699978684,32691.0,10897.0,0.0,1.0,103
20743,NonResidential,St. Anne Church & Rectory,Magnolia / Queen Anne,1.0,2,24227,0,24227,Worship Facility,55.0,1086678.125,47.59,0.0,0.20189326991375667,0.7981066150567814,24227.0,12113.5,0.0,1.0,62
20768,NonResidential,Dekeriver LLC,Greater Duwamish,1.0,1,27000,0,27000,Warehouse,61.0,651293.3125,18.85,0.0,0.5237885810473449,0.4762109391381168,27000.0,27000.0,0.0,1.0,69
20815,NonResidential,SPRAG,Lake Union,1.0,2,21183,0,21183,Office,99.0,361542.0938,2.52,0.0,0.9999997405557981,0.0,21183.0,10591.5,0.0,1.0,68
20818,NonResidential,Eastlake Professional Center,Lake Union,1.0,3,29392,3834,25558,Office,91.0,755618.1875,6.18,0.0,0.9738900044673686,0.026109747391436365,25558.0,8519.333333333334,0.13044365813826891,0.869556341861731,64
20836,NonResidential,Eastlake Center (North & South),Lake Union,1.0,5,137738,55504,82234,Office,62.0,4704936.5,32.8,0.0,0.9999998937286401,0.0,82234.0,16446.8,0.40296795365113475,0.5970320463488652,40
20861,NonResidential,(ID20861) KEYSTONE GROUP HOME,Lake Union,1.0,3,21118,0,21118,Residence Hall/Dormitory,49.0,1361427.75,39.5,0.0,0.5222010495966459,0.477799134034105,21118.0,7039.333333333333,0.0,1.0,37
20868,NonResidential,Stone 34,Lake Union,1.0,5,206126,79284,126842,Office,98.0,4489661.0,72.26,0.0,0.8021703643103566,0.19774945146192552,126842.0,25368.4,0.38463852206902577,0.6153614779309743,12
20871,NonResidential,The Production Network,Lake Union,1.0,2,20500,0,20500,Office,48.0,1326178.125,11.27,0.0,0.9669387360766488,0.033061169667536174,20500.0,10250.0,0.0,1.0,125
20888,NonResidential,Assumption Church,Northeast,1.0,2,25521,0,25521,Worship Facility,82.0,605186.3125,15.47,0.0,0.5971450320929061,0.40285445153718674,25521.0,12760.5,0.0,1.0,95
20890,NonResidential,ASB School,Northeast,1.0,1,23190,0,23190,K-12 School,79.0,1705515.25,68.14,0.0,0.2851431554188683,0.7148566979978631,23190.0,23190.0,0.0,1.0,39
20916,NonResidential,St. John Egan Hall,Northwest,1.0,1,20678,0,20678,Office,98.0,770333.0,32.63,0.0,0.23303817959246195,0.766961820407538,20678.0,20678.0,0.0,1.0,65
20917,NonResidential,St. John School,Northwest,1.0,3,28820,0,28820,K-12 School,43.0,2595783.5,106.45,0.0,0.262254922261429,0.7377448851185008,28820.0,9606.666666666666,0.0,1.0,103
20928,NonResidential,St. Paul Church & School,Southeast,1.0,2,27876,0,27876,Worship Facility,69.0,1829981.375,68.97,0.0,0.3342006691188319,0.6657991259610497,27876.0,13938.0,0.0,1.0,71
20930,SPS-District K-12,Queen Anne Elementary,Magnolia / Queen Anne,1.0,1,48789,0,48789,K-12 School,94.0,1298307.625,29.41,0.0,0.6601994654387091,0.33980005316536593,48789.0,48789.0,0.0,1.0,100
20976,NonResidential,NWCP-SEA Bldg E,Greater Duwamish,1.0,1,22320,0,22320,Warehouse,62.0,439065.9063,3.06,0.0,1.0000002134075971,0.0,22320.0,22320.0,0.0,1.0,48
20979,NonResidential,The Hathaway Building,Greater Duwamish,1.0,2,40029,0,40029,Office,69.0,1471914.25,10.26,0.0,0.9999998301531492,0.0,40029.0,20014.5,0.0,1.0,43
20984,NonResidential,Building R,Greater Duwamish,1.0,2,28304,0,28304,Office,67.0,1269367.5,8.85,0.0,0.9999996061030395,0.0,28304.0,14152.0,0.0,1.0,55
20988,NonResidential,Building O,Greater Duwamish,1.0,2,25872,0,25872,Office,41.0,2399353.5,81.96,0.0,0.4107177204192713,0.5892820711912605,25872.0,12936.0,0.0,1.0,56
20989,NonResidential,Building N,Greater Duwamish,1.0,1,20500,0,20500,Warehouse,65.0,222600.0938,1.55,0.0,0.9999995786165298,0.0,20500.0,20500.0,0.0,1.0,56
21005,NonResidential,4000 aurora building,Lake Union,1.0,2,21436,0,21436,Office,95.0,534703.6875,3.73,0.0,1.0000005844358424,0.0,21436.0,10718.0,0.0,1.0,67
21088,NonResidential,Northlake Plaza,Lake Union,1.0,3,31417,8110,23307,Office,94.0,1126157.25,28.09,0.0,0.6104582641544953,0.38954151385164015,23307.0,7769.0,0.25814049718305376,0.7418595028169462,40
21097,NonResidential,BERGMAN'S LUGGAGE,Downtown,1.0,2,25920,0,25920,Retail,5.0,478690.0938,3.34,0.0,0.9999998040485876,0.0,25920.0,12960.0,0.0,1.0,109
21102,NonResidential,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",Downtown,1.0,2,25920,0,25920,Retail,93.0,1011667.5,13.71,0.0,0.8574437747580109,0.1425557310084588,25920.0,12960.0,0.0,1.0,106
21103,NonResidential,Palladian Hotel,Downtown,1.0,8,61721,0,61721,Hotel,93.0,2897079.75,36.92,0.0,0.8748782286714751,0.12512185762231778,61721.0,7715.125,0.0,1.0,115
21108,NonResidential,DSHS Belltown Center,Downtown,1.0,2,25920,0,25920,Office,75.0,1793851.375,46.48,0.0,0.5895371348699388,0.4104626560826423,25920.0,12960.0,0.0,1.0,106
21115,NonResidential,Administration - Cassel Crag,East,1.0,4,39760,0,39760,Office,92.0,2478960.0,149.91,0.701754263884855,0.20662898957627393,0.09161664569012812,39760.0,9940.0,0.0,1.0,100
21117,NonResidential,Administration - Blackford Hall,East,1.0,3,22667,0,22667,Office,1.0,3767135.0,148.55,0.43516926656464394,0.5235525140458199,0.04127831893468113,22667.0,7555.666666666667,0.0,1.0,79
21125,NonResidential,The Peck Building,Lake Union,1.0,5,33740,6010,27730,Office,79.0,1291405.25,9.0,0.0,0.9999998064124332,0.0,27730.0,5546.0,0.17812685240071133,0.8218731475992886,24
21129,NonResidential,Dubliner Building,Lake Union,1.0,2,20516,0,20516,Retail,98.0,1021796.625,42.04,0.0,0.25933144964145877,0.7406679386908329,20516.0,10258.0,0.0,1.0,114
21133,NonResidential,The Fremont Building,Lake Union,1.0,3,27480,0,27480,Retail,88.0,1215156.25,8.47,0.0,0.9999997942651409,0.0,27480.0,9160.0,0.0,1.0,119
21138,NonResidential,Saturn Building,Lake Union,1.0,1,46958,0,46958,Office,95.0,1818867.875,30.32,0.0,0.7898033825024261,0.21019668622164214,46958.0,46958.0,0.0,1.0,78
21140,NonResidential,124N35,Lake Union,1.0,1,26532,0,26532,Warehouse,5.0,1934224.25,66.53,0.0,0.40563290425089027,0.5943669664983261,26532.0,26532.0,0.0,1.0,41
21145,NonResidential,Fremont West Building,Lake Union,1.0,2,35600,0,35600,Office,47.0,2173143.75,18.34,0.0,0.9682300123956366,0.0317696424822334,35600.0,17800.0,0.0,1.0,39
21150,NonResidential,First Free Methodist Church,Magnolia / Queen Anne,1.0,3,62000,0,62000,Worship Facility,81.0,1799664.125,82.34,0.0,0.15945475381413185,0.8405451767284632,62000.0,20666.666666666668,0.0,1.0,76
21172,NonResidential,101 Nickerson,Magnolia / Queen Anne,1.0,2,23600,0,23600,Office,82.0,776248.6875,5.41,0.0,1.0000004025771703,0.0,23600.0,11800.0,0.0,1.0,44
21177,NonResidential,4 Nick,Magnolia / Queen Anne,1.0,3,40067,0,40067,Office,43.0,2303732.75,16.06,0.0,0.9999996744414038,0.0,40067.0,13355.666666666666,0.0,1.0,39
21178,NonResidential,6 Nick,Magnolia / Queen Anne,1.0,3,26419,6922,19497,Office,67.0,1074989.0,7.49,0.0,1.0,0.0,19497.0,6499.0,0.26200840304326434,0.7379915969567357,36
21179,NonResidential,2 Nick,Magnolia / Queen Anne,1.0,3,25262,0,25262,Office,54.0,1469556.25,23.85,0.0,0.7993392563231247,0.20066057355749398,25262.0,8420.666666666666,0.0,1.0,46
21181,NonResidential,Canal Place - 150 Building,Magnolia / Queen Anne,1.0,3,34106,0,34106,Office,57.0,1619177.125,11.29,0.0,0.9999999228002928,0.0,34106.0,11368.666666666666,0.0,1.0,45
21182,NonResidential,Canal Place - 130 Building,Magnolia / Queen Anne,1.0,3,34545,0,34545,Office,29.0,2313978.75,16.13,0.0,1.0000001080390215,0.0,34545.0,11515.0,0.0,1.0,45
21183,NonResidential,Canal Place Office Park,Magnolia / Queen Anne,1.0,3,70296,0,70296,Office,86.0,2782066.5,19.39,0.0,0.9999998202774808,0.0,70296.0,23432.0,0.0,1.0,45
25660,NonResidential,Union Trust Annex,Downtown,1.0,4,27838,0,27838,Office,77.0,1217509.125,8.49,0.0,0.999999897331365,0.0,27838.0,6959.5,0.0,1.0,123
21213,NonResidential,"Cochran, Inc",Northwest,1.0,2,39815,0,39815,Office,62.0,2050600.75,40.22,0.0,0.7260365041805432,0.27396361773494915,39815.0,19907.5,0.0,1.0,74
21219,NonResidential,Comcast,Northwest,1.0,1,48112,0,48112,Warehouse,73.0,1485945.875,10.36,0.0,1.0000000841215027,0.0,48112.0,48112.0,0.0,1.0,53
21226,NonResidential,Laurel Building,Northwest,1.0,2,42793,16518,26275,Office,27.0,1772188.5,12.35,0.0,0.99999971786297,0.0,26275.0,13137.5,0.3859977099058257,0.6140022900941743,24
21236,NonResidential,PETSMART 0375 (ID21236),Northwest,1.0,1,26115,0,26115,Retail,43.0,1689372.625,36.74,0.0,0.6797493832954704,0.32025083868042437,26115.0,26115.0,0.0,1.0,27
21239,NonResidential,Seattle North,Northeast,1.0,1,26033,0,26033,Worship Facility,78.0,1149140.25,45.33,0.0,0.29615445112117517,0.7038453313248753,26033.0,26033.0,0.0,1.0,76
21243,NonResidential,"Seattle Country Day School Bldgs 1,2 & 4",Magnolia / Queen Anne,1.0,4,48660,0,48660,K-12 School,82.0,1881516.125,61.98,0.0,0.4371522460377532,0.5628476875264622,48660.0,12165.0,0.0,1.0,18
21244,NonResidential,Queen Anne Healthcare,Magnolia / Queen Anne,1.0,2,46539,0,46539,Senior Care Community,73.0,5400049.5,180.38,0.0,0.4271360845858913,0.5728638228223649,46539.0,23269.5,0.0,1.0,55
21262,NonResidential,(ID21262) El Rey Apts,Downtown,1.0,4,29796,0,29796,Residence Hall/Dormitory,47.0,2233262.0,79.58,0.0,0.3787338879182111,0.6212661120817888,29796.0,7449.0,0.0,1.0,116
21265,NonResidential,N0030 - Patagonia/DKA,Downtown,1.0,2,26400,0,26400,Retail,36.0,983595.875,17.12,0.0,0.7738574544143956,0.22614267267031798,26400.0,13200.0,0.0,1.0,105
21266,NonResidential,First & Lenora,Downtown,1.0,3,38148,0,38148,Office,98.0,1262255.75,8.8,0.0,0.999999405825642,0.0,38148.0,12716.0,0.0,1.0,107
21278,NonResidential,Church of Scientology Washington State,Magnolia / Queen Anne,1.0,5,31945,0,31945,Worship Facility,4.0,1806468.0,12.59,0.0,1.0,0.0,31945.0,6389.0,0.0,1.0,70
21290,NonResidential,Salvation Army NW Div. HQ,Magnolia / Queen Anne,1.0,5,85963,33055,52908,Office,43.0,4480961.0,31.24,0.0,0.9999997768335854,0.0,52908.0,10581.6,0.38452590067819875,0.6154740993218012,40
21310,NonResidential,DILLER BUILDING (ID21310),Downtown,1.0,4,34680,0,34680,Retail,92.0,1169948.875,26.38,0.0,0.6624135605925515,0.33758654624972395,34680.0,8670.0,0.0,1.0,125
21317,NonResidential,Coliseum,Downtown,1.0,1,36504,0,36504,Retail,2.0,2100982.75,20.76,0.0,0.9369391538317009,0.06306048919249813,36504.0,36504.0,0.0,1.0,110
21318,NonResidential,Westlake Place,Downtown,1.0,6,35200,0,35200,Office,8.0,2998208.25,20.9,0.0,0.999999916616866,0.0,35200.0,5866.666666666667,0.0,1.0,118
21319,NonResidential,4th Avenue Building,Downtown,1.0,5,35840,0,35840,Office,83.0,1538750.625,48.35,0.0,0.4700176807401784,0.529982562964028,35840.0,7168.0,0.0,1.0,118
21321,NonResidential,5265050802 - WM1084 Fifth and Union,Downtown,1.0,2,25920,0,25920,Financial Services,60.0,1333432.125,9.3,0.0,0.9999999062569458,0.0,25920.0,12960.0,0.0,1.0,84
21322,NonResidential,Fourth and Union,Downtown,1.0,4,30525,0,30525,Office,17.0,2883139.0,73.61,0.2643066506679005,0.7356932842988146,0.0,30525.0,7631.25,0.0,1.0,97
21351,NonResidential,Swedish Alcoa Building,East,1.0,2,30855,10285,20570,Medical Office,2.0,2946756.25,85.55,0.0,0.5218578903497701,0.47814202481118007,20570.0,10285.0,0.3333333333333333,0.6666666666666666,63
21353,NonResidential,FIRST BAPTIST CHURCH,East,1.0,3,73549,0,73549,Office,90.0,2828950.5,107.45,0.0,0.3278887347092146,0.6721114420347758,73549.0,24516.333333333332,0.0,1.0,115
21365,NonResidential,Northwest Kidney Center (21365),East,1.0,3,39115,0,39115,Medical Office,42.0,3735308.5,60.04,0.0,0.8026967518211682,0.1973031143210795,39115.0,13038.333333333334,0.0,1.0,62
21367,NonResidential,First Presbyterian Church of Seattle,East,1.0,3,37796,0,37796,Worship Facility,55.0,2465983.5,123.41,0.559418889055827,0.35841196828770344,0.08216924403589886,37796.0,12598.666666666666,0.0,1.0,63
21382,NonResidential,Superior Self Storage,Ballard,1.0,1,36444,0,36444,Warehouse,80.0,161311.0938,1.12,0.0,0.9999994185148845,0.0,36444.0,36444.0,0.0,1.0,65
21388,NonResidential,lee warehouse,Ballard,1.0,1,27553,0,27553,Warehouse,63.0,966677.125,31.61,0.0,0.44233176615201275,0.5576681045390414,27553.0,27553.0,0.0,1.0,75
21397,NonResidential,Guitar Center (Block 38W) - SEDO,Lake Union,1.0,2,45271,0,45271,Retail,57.0,2553763.5,82.72,0.0,0.44908348012648786,0.550916324084043,45271.0,22635.5,0.0,1.0,61
21398,NonResidential,Clements Rice Building (Block 38W) - SEDO,Lake Union,1.0,3,28380,12180,16200,Office,62.0,1372213.375,35.77,0.0,0.5861428074187077,0.4138569193001781,16200.0,5400.0,0.42917547568710357,0.5708245243128964,105
21401,NonResidential,511 Boren,Lake Union,1.0,3,26176,0,26176,Office,95.0,966907.375,32.09,0.0,0.431822127740002,0.5681774844255376,26176.0,8725.333333333334,0.0,1.0,99
21413,NonResidential,Fairview,Lake Union,1.0,1,37740,0,37740,Office,1.0,7442314.5,73.48,0.0,0.9371005484920047,0.06289938432459419,37740.0,37740.0,0.0,1.0,99
21424,NonResidential,First Church Seattle,Magnolia / Queen Anne,1.0,3,23241,0,23241,Worship Facility,66.0,739210.5,20.64,0.0,0.5457971714416935,0.45420215216098797,23241.0,7747.0,0.0,1.0,16
21438,NonResidential,Sellen Construction Headquarters,Lake Union,1.0,4,38038,0,38038,Office,84.0,2003807.75,13.97,0.0,0.9999996257125965,0.0,38038.0,9509.5,0.0,1.0,26
21442,NonResidential,Terry Ave Building,Lake Union,1.0,4,64596,24596,40000,Office,92.0,2524228.25,77.8,0.0,0.48311241267504235,0.5168874882847857,40000.0,10000.0,0.38076661093566166,0.6192333890643383,18
21445,NonResidential,202 Westlake,Lake Union,1.0,6,130710,100800,29910,Office,92.0,7429423.0,86.51,0.0,0.8987323780056675,0.10126748739437773,29910.0,4985.0,0.7711728253385357,0.22882717466146432,12
21447,NonResidential,224 Westlake,Lake Union,1.0,4,35780,0,35780,Office,77.0,1912760.75,13.33,0.0,0.9999996078965966,0.0,35780.0,8945.0,0.0,1.0,99
21459,NonResidential,Century,Magnolia / Queen Anne,1.0,4,25132,7308,17824,Office,41.0,564754.1875,3.94,0.0,0.9999996679971497,0.0,17824.0,4456.0,0.290784657010982,0.709215342989018,61
21469,NonResidential,Doyle Building,Downtown,1.0,4,47686,0,47686,Office,72.0,2071670.25,77.48,0.433318960872272,0.5666809184521523,0.0,47686.0,11921.5,0.0,1.0,106
21488,NonResidential,E0010 - Elliott Court,Downtown,1.0,4,82065,34800,47265,Retail,91.0,1717130.875,11.97,0.0,1.0000000727958491,0.0,47265.0,11816.25,0.42405410345457867,0.5759458965454213,35
21495,NonResidential,Alaska Trade Building,Downtown,1.0,4,36160,0,36160,Office,47.0,1862176.875,12.98,0.0,1.0000000671257396,0.0,36160.0,9040.0,0.0,1.0,115
21505,NonResidential,U0010 - Union Stables,Downtown,1.0,5,66900,0,66900,Office,100.0,1634178.25,14.13,0.0,0.963738808786618,0.036261038231294535,66900.0,13380.0,0.0,1.0,116
21515,NonResidential,RDM Building,Lake Union,1.0,3,50499,13540,36959,Office,13.0,3205182.5,22.46,0.0,0.9992454407822331,0.0007544032204094463,36959.0,12319.666666666666,0.2681241212697281,0.7318758787302719,25
21520,NonResidential,1910 Fairview - new,Lake Union,1.0,5,54465,9605,44860,Office,68.0,3600571.25,41.22,0.0,0.902967827674567,0.09703210289200637,44860.0,8972.0,0.17635178555035344,0.8236482144496465,61
21521,NonResidential,ST NICHOLAS SCHOOL,East,1.0,2,45960,0,45960,K-12 School,56.0,4167253.75,182.81,0.0,0.20028489985761005,0.7997151601339372,45960.0,22980.0,0.0,1.0,95
21530,NonResidential,Space Needle Building,Lake Union,1.0,2,21128,0,21128,Office,97.0,436604.0938,3.04,0.0,0.9999997851600539,0.0,21128.0,10564.0,0.0,1.0,66
21535,NonResidential,Travelodge - WA - Seattle - 07033,Lake Union,1.0,4,38520,0,38520,Hotel,37.0,2804534.0,75.25,0.0,0.5695345465592502,0.4304654534407499,38520.0,9630.0,0.0,1.0,66
21537,NonResidential,Seattle Pacific Hotel,Lake Union,1.0,3,29186,4256,24930,Hotel,95.0,867184.375,30.22,0.0,0.3958027956857502,0.6041979250375678,24930.0,8310.0,0.14582333995751387,0.8541766600424862,64
21546,NonResidential,Seattle Unity Church,Lake Union,1.0,1,27338,0,27338,Worship Facility,56.0,581289.0,4.05,0.0,1.0,0.0,27338.0,27338.0,0.0,1.0,65
21550,NonResidential,Bayview Building,Magnolia / Queen Anne,1.0,3,45864,0,45864,Office,94.0,2590622.0,115.43,0.0,0.18541879131729755,0.8145812086827025,45864.0,15288.0,0.0,1.0,95
21557,NonResidential,Lakeside Middle School,Northwest,1.0,2,49252,0,49252,K-12 School,23.0,3485865.5,104.91,0.0,0.49879979591868934,0.5012000606449102,49252.0,24626.0,0.0,1.0,26
21580,NonResidential,Galer,Lake Union,1.0,3,33176,0,33176,Office,89.0,1426279.5,35.96,0.0,0.6046788164591863,0.3953208329783889,33176.0,11058.666666666666,0.0,1.0,38
21611,NonResidential,Seattle Chinese Baptist Church,Greater Duwamish,1.0,99,21948,0,21948,Worship Facility,80.0,326001.1875,2.27,0.0,0.9999994248487208,0.0,21948.0,221.6969696969697,0.0,1.0,48
21622,NonResidential,1001 S Myrtle St,Greater Duwamish,1.0,1,29380,0,29380,Warehouse,33.0,856088.625,5.97,0.0,1.0000004380387604,0.0,29380.0,29380.0,0.0,1.0,48
21656,NonResidential,Japanese Baptist Church,East,1.0,2,22688,0,22688,Worship Facility,87.0,331675.0,7.07,0.0,0.6893133338358333,0.31068666616416674,22688.0,11344.0,0.0,1.0,103
21689,NonResidential,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,Greater Duwamish,1.0,2,41262,0,41262,Office,84.0,1903455.875,13.27,0.0,0.9999995403098062,0.0,41262.0,20631.0,0.0,1.0,43
21723,NonResidential,FAIRVIEW CHURCH (ID21723),North,1.0,3,45680,0,45680,Worship Facility,79.0,2077039.375,86.81,0.0,0.24522982382074485,0.7547704770883316,45680.0,15226.666666666666,0.0,1.0,117
21768,NonResidential,Mars Hill Church West Seattle,Southwest,1.0,1,23562,0,23562,Worship Facility,96.0,531737.1875,3.71,0.0,0.9999996473821948,0.0,23562.0,23562.0,0.0,1.0,68
21784,NonResidential,Sun Food Trading Co,Greater Duwamish,1.0,2,45594,0,45594,Warehouse,75.0,1351267.875,9.42,0.0,1.0000000925057142,0.0,45594.0,22797.0,0.0,1.0,111
21786,NonResidential,(ID21786) 615 S ALASKA,Greater Duwamish,1.0,1,28126,0,28126,Warehouse,44.0,870625.8125,18.63,0.0,0.6872872265086902,0.3127129888536357,28126.0,28126.0,0.0,1.0,50
21787,NonResidential,NWCP-SEA OC Bldg,Greater Duwamish,1.0,1,35000,0,35000,Warehouse,53.0,378714.4063,2.64,0.0,0.9999989271599041,0.0,35000.0,35000.0,0.0,1.0,61
21792,NonResidential,OTM 162,Greater Duwamish,1.0,1,26150,0,26150,Warehouse,6.0,1208407.625,26.55,0.0,0.6748616800560159,0.32513863026973205,26150.0,26150.0,0.0,1.0,63
21793,NonResidential,5950 6th Avenue S. Building,Greater Duwamish,1.0,2,24000,0,24000,Office,73.0,1088556.25,7.59,0.0,0.999999770338005,0.0,24000.0,12000.0,0.0,1.0,58
21794,NonResidential,Peyton,East,1.0,5,43594,0,43594,K-12 School,38.0,2478045.5,73.26,0.0,0.5103748095020855,0.4896249887259939,43594.0,8718.8,0.0,1.0,57
21879,NonResidential,HEALTH AND REHAB OF NORTH SEATTLE,Northwest,1.0,2,51298,0,51298,Senior Care Community,85.0,5655578.0,203.73,0.0,0.3703612610417538,0.6296387389582462,51298.0,25649.0,0.0,1.0,71
21883,NonResidential,Shoreline,Northwest,1.0,1,22047,0,22047,Worship Facility,100.0,265774.9063,1.85,0.0,1.0000003525539762,0.0,22047.0,22047.0,0.0,1.0,63
21893,NonResidential,South Park,Greater Duwamish,1.0,1,31600,0,31600,Warehouse,3.0,3363535.5,103.28,0.0,0.48559202065802487,0.5144078306888689,31600.0,31600.0,0.0,1.0,46
21894,NonResidential,821 WEARHOUSE,Greater Duwamish,1.0,1,35289,0,35289,Warehouse,63.0,876425.0,23.9,0.0,0.5600285249736144,0.4399714750263856,35289.0,35289.0,0.0,1.0,18
21896,NonResidential,PNP Properties Building,Greater Duwamish,1.0,1,28920,0,28920,Warehouse,50.0,1750419.0,80.09,0.0,0.15941554564935595,0.840584454350644,28920.0,28920.0,0.0,1.0,44
21897,NonResidential,9243 10TH AVE S (ID21897),Greater Duwamish,1.0,1,22176,0,22176,Warehouse,60.0,736428.625,32.77,0.0,0.18666982153226322,0.8133293297772068,22176.0,22176.0,0.0,1.0,47
21904,NonResidential,Northgate Exec Center A,North,1.0,3,39927,0,39927,Office,38.0,3568419.5,24.88,0.0,0.999999859881945,0.0,39927.0,13309.0,0.0,1.0,51
21907,NonResidential,North Seattle Professional Center,North,1.0,2,26930,6350,20580,Medical Office,64.0,1002995.0,6.99,0.0,1.0,0.0,20580.0,10290.0,0.2357965094689937,0.7642034905310063,45
21909,NonResidential,311 NGT Northgate Med,North,1.0,2,38745,0,38745,Medical Office,76.0,2890379.0,49.62,0.0,0.7789905752844177,0.2210090787401929,38745.0,19372.5,0.0,1.0,57
21917,NonResidential,Lakeview Medical Building,Northeast,1.0,3,38378,0,38378,Medical Office,86.0,1645605.125,53.73,0.0,0.44337489529877344,0.556625028741327,38378.0,12792.666666666666,0.0,1.0,58
21920,NonResidential,Bowman Building 9742,Northeast,1.0,2,33576,0,33576,Warehouse,64.0,1275231.75,49.73,0.0,0.3059240016569537,0.694076194385844,33576.0,16788.0,0.0,1.0,45
21964,NonResidential,(ID21964) BALLARD BAPTIST CHURCH,Ballard,1.0,2,21765,0,21765,Worship Facility,80.0,431390.4063,17.38,0.0,0.27798949222946595,0.7220095659322501,21765.0,10882.5,0.0,1.0,115
22078,NonResidential,Immaculate Conception Church,Central,1.0,2,26560,0,26560,Worship Facility,1.0,1751483.875,64.88,0.0,0.34826640924684504,0.6517336621212113,26560.0,13280.0,0.0,1.0,124
22095,NonResidential,Culbertson Warehouse,Lake Union,1.0,2,20140,0,20140,Warehouse,49.0,116486.6016,0.81,0.0,1.0000034201358314,0.0,20140.0,10070.0,0.0,1.0,68
22139,NonResidential,King Plaza 7101,Greater Duwamish,1.0,2,38845,0,38845,Retail,82.0,6917280.0,215.56,0.0,0.47569651654985773,0.5243033388846483,38845.0,19422.5,0.0,1.0,33
