OSEBuildingID,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,SteamRatio,ElectricityRatio,NaturalGasRatio,SurfacePerBuilding,SurfacePerFloor,ParkingRatio,BuildingRatio,building_age
702,NonResidential,Hays Elliot,Magnolia / Queen Anne,1.0,2,61929,0,61929,Office,59.0,2203026.5,55.73,0.0,0.6028316046130175,0.39716816842648056,61929.0,30964.5,0.0,1.0,88
19755,NonResidential,"2607 Building, LLC",Downtown,1.0,3,20565,0,20565,Office,65.0,802312.5,5.59,0.0,0.9999993768014334,0.0,20565.0,6855.0,0.0,1.0,100
705,NonResidential,351 Elliott Ave West,Magnolia / Queen Anne,1.0,5,159937,55971,103966,Office,63.0,7857972.5,54.78,0.0,0.9999999363703551,0.0,103966.0,20793.2,0.3499565453897472,0.6500434546102528,25
706,NonResidential,333 Elliott West,Magnolia / Queen Anne,1.0,5,183964,46763,137201,Office,56.0,14856199.0,103.57,0.0,0.9999999326880314,0.0,137201.0,27440.2,0.2541964732230219,0.7458035267769781,17
707,NonResidential,101 ELLIOTT AVENUE WEST,Magnolia / Queen Anne,1.0,5,208210,78848,129362,Office,95.0,5514308.5,116.74,0.0,0.692250170624295,0.3077497387025046,129362.0,25872.4,0.3786945871956198,0.6213054128043802,39
708,NonResidential,3131 Elliott Avenue,Downtown,1.0,7,277486,80283,197203,Office,63.0,12729858.0,88.74,0.0,0.9999998428890566,0.0,197203.0,28171.85714285714,0.28932270456887915,0.7106772954311209,39
709,NonResidential,Pier 69 Corporate HQ,Downtown,1.0,3,187130,0,187130,Office,77.0,10053489.0,70.09,0.0,0.9999999005320441,0.0,187130.0,62376.666666666664,0.0,1.0,32
710,NonResidential,World Trade Center - North,Downtown,1.0,5,251044,117867,133177,Office,99.0,17186624.0,119.81,0.0,0.9999999418152163,0.0,133177.0,26635.4,0.46950733735918804,0.530492662640812,25
711,NonResidential,08495-Pier 57,Downtown,1.0,5,154330,0,154330,Warehouse,81.0,1262235.25,8.8,0.0,0.999999801938664,0.0,154330.0,30866.0,0.0,1.0,113
713,NonResidential,National Building,Downtown,1.0,6,167860,0,167860,Office,70.0,6797647.0,47.39,0.0,0.9999998528902722,0.0,167860.0,27976.666666666668,0.0,1.0,120
715,NonResidential,Polson Building,Downtown,1.0,6,112560,0,112560,Office,86.0,4946798.5,97.82,0.0,0.7224915265903796,0.27750837233414705,112560.0,18760.0,0.0,1.0,115
716,NonResidential,Western Building,Downtown,1.0,6,86204,0,86204,Retail,89.0,3241917.0,69.02,0.0,0.6896842207866518,0.31031577921334813,86204.0,14367.333333333334,0.0,1.0,115
717,Nonresidential COS,Airport Way Ctr - Bldg C,Greater Duwamish,1.0,2,145158,0,145158,Warehouse,51.0,8384523.0,119.46,0.0,0.8422826200130884,0.1577173799869116,145158.0,72579.0,0.0,1.0,40
718,NonResidential,Holgate Center,Greater Duwamish,1.0,2,112896,0,112896,Office,66.0,10287986.0,157.48,0.0,0.819323529406047,0.18067647059395298,112896.0,56448.0,0.0,1.0,74
719,NonResidential,MACMILLAN-PIPER EYRES WAREHOUSE,Greater Duwamish,1.0,1,110613,0,110613,Warehouse,95.0,1015060.188,7.08,0.0,0.9999998147893079,0.0,110613.0,110613.0,0.0,1.0,65
720,NonResidential,6th & Holgate Building,Greater Duwamish,1.0,4,149881,0,149881,Warehouse,97.0,2417401.25,95.86,0.0,0.2916598971726353,0.7083399994105241,149881.0,37470.25,0.0,1.0,74
722,NonResidential,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,Greater Duwamish,1.0,3,98220,0,98220,Warehouse,12.0,6468090.0,75.29,0.0,0.8988110864258227,0.10118875896903104,98220.0,32740.0,0.0,1.0,74
723,NonResidential,North Coast Electric,Greater Duwamish,1.0,1,84420,0,84420,Warehouse,55.0,2848317.25,19.86,0.0,0.9999999122288783,0.0,84420.0,84420.0,0.0,1.0,55
728,NonResidential,Pacific Iron & Metal,Greater Duwamish,1.0,2,61200,0,61200,Warehouse,16.0,4912143.0,178.62,0.0,0.3629580816356527,0.6370419183643473,61200.0,30600.0,0.0,1.0,94
729,NonResidential,Gensco Incorporated,Greater Duwamish,1.0,1,111908,0,111908,Warehouse,87.0,1555420.25,34.14,0.0,0.6753853178907758,0.324614521380958,111908.0,111908.0,0.0,1.0,38
734,NonResidential,1455 Leary,Ballard,1.0,4,92092,21055,71037,Office,5.0,4817062.0,33.58,0.0,1.0,0.0,71037.0,17759.25,0.22863006558658733,0.7713699344134127,24
739,NonResidential,Lakeview 837 N 34th,Lake Union,1.0,4,202623,88855,113768,Office,73.0,8873485.0,61.86,0.0,0.9999998873047061,0.0,113768.0,28442.0,0.43852376087610984,0.5614762391238902,17
740,NonResidential,The Canal View Building,Lake Union,1.0,2,77174,25800,51374,Office,33.0,5481549.0,38.21,0.0,0.9999998175698147,0.0,51374.0,25687.0,0.33430948246818876,0.6656905175318112,25
741,NonResidential,1000 Dexter-RREEF  SeaDPD ID 741,Magnolia / Queen Anne,1.0,5,110524,0,110524,Office,57.0,6859198.0,47.82,0.0,0.9999998542103611,0.0,110524.0,22104.8,0.0,1.0,27
744,NonResidential,West Tower,Magnolia / Queen Anne,1.0,7,241875,84689,157186,Office,88.0,8655604.0,68.06,0.0,0.9806816485597076,0.01931812037611702,157186.0,22455.14285714286,0.35013540051679587,0.6498645994832042,25
745,NonResidential,190 Queen Anne,Magnolia / Queen Anne,1.0,5,102930,18720,84210,Office,85.0,4750799.0,65.03,0.0,0.8544404846426885,0.14555930486640248,84210.0,16842.0,0.1818711745846692,0.8181288254153308,51
749,NonResidential,Fourth and Vine,Downtown,1.0,8,150000,23630,126370,Office,65.0,9343428.0,119.93,0.0,0.8728855191049795,0.12711437386792085,126370.0,15796.25,0.15753333333333333,0.8424666666666667,50
750,NonResidential,Children's Hospital Research Building #2,Downtown,1.0,7,274362,0,274362,Office,82.0,16540550.0,147.82,0.0,0.9574079459268283,0.04259193315820816,274362.0,39194.57142857143,0.0,1.0,72
754,NonResidential,Eighth & Olive - New,Downtown,1.0,19,383515,89778,293737,Office,90.0,15878689.0,110.7,0.0,0.9999998740450172,0.0,293737.0,15459.842105263158,0.2340925387533734,0.7659074612466266,44
756,NonResidential,601 Pine St,Downtown,1.0,4,78920,0,78920,Retail,80.0,8303666.5,109.85,0.0,0.864358654095754,0.13564128568988168,78920.0,19730.0,0.0,1.0,96
757,NonResidential,Market Place I & II-2003 Western Avenue,Downtown,1.0,7,131143,87160,43983,Office,93.0,5177270.5,109.16,0.0,0.94086758650142,0.2735111097633396,43983.0,6283.285714285715,0.6646180123986793,0.3353819876013207,46
760,NonResidential,Broadacres Building,Downtown,1.0,10,132998,0,132998,Office,97.0,3775187.5,133.8,0.4054581726073208,0.5945418605036173,0.0,132998.0,13299.8,0.0,1.0,117
761,NonResidential,Ross Dress for Less,Downtown,1.0,3,83118,0,83118,Retail,59.0,2443141.5,27.82,0.0,0.9043352585185918,0.0956645368268682,83118.0,27706.0,0.0,1.0,85
762,NonResidential,Kress Building,Downtown,1.0,3,77555,0,77555,Retail,39.0,7802205.5,54.4,0.0,0.9999803260757487,1.960983980747495e-05,77555.0,25851.666666666668,0.0,1.0,101
763,NonResidential,Market Square,Downtown,1.0,6,51218,0,51218,Office,57.0,2886141.5,20.12,0.0,0.9999998267583208,0.0,51218.0,8536.333333333334,0.0,1.0,116
767,NonResidential,1015 3rd Ave,Downtown,1.0,13,293803,74481,219322,Office,25.0,17074142.0,119.03,0.0,0.9999998242957099,0.0,219322.0,16870.923076923078,0.2535066013621372,0.7464933986378628,27
768,NonResidential,1201 Western Avenue,Downtown,1.0,7,122356,0,122356,Office,91.0,4585070.5,41.8,0.0,0.9534891557283579,0.04651073522206474,122356.0,17479.428571428572,0.0,1.0,115
769,NonResidential,United Way of King County,Downtown,1.0,3,52298,0,52298,Office,89.0,1968655.125,13.72,0.0,0.9999999365048766,0.0,52298.0,17432.666666666668,0.0,1.0,104
771,NonResidential,Hoge Building,Downtown,1.0,17,116640,0,116640,Office,75.0,6758565.5,169.06,0.2569555070524951,0.743044363482162,0.0,116640.0,6861.176470588235,0.0,1.0,114
776,NonResidential,First Hill Medical Building,East,1.0,5,188339,99314,89025,Medical Office,15.0,8523594.0,89.41,0.0,0.9237419098094067,0.0762580901905933,89025.0,17805.0,0.5273151073330536,0.4726848926669463,37
778,NonResidential,1st && King Street,Downtown,1.0,6,95000,13700,81300,Office,83.0,4052720.0,31.43,0.0,0.9830020332023924,0.016997966797607532,81300.0,13550.0,0.14421052631578948,0.8557894736842105,115
780,NonResidential,King Street Center,Downtown,1.0,8,446261,124788,321473,Office,96.0,13568148.0,94.59,0.0,0.9999998525959475,0.0,321473.0,40184.125,0.27963008194755984,0.7203699180524402,27
783,NonResidential,Taylor Edwards Building,Greater Duwamish,1.0,6,62370,0,62370,Office,30.0,4353025.0,30.35,0.0,0.999999770274694,0.0,62370.0,10395.0,0.0,1.0,118
784,NonResidential,SEWA,Greater Duwamish,1.0,1,73296,0,73296,Warehouse,83.0,2356376.75,73.58,0.0,0.47427772320364303,0.5257223828914456,73296.0,73296.0,0.0,1.0,65
792,NonResidential,McKinstry SEA - 5005 3rd Ave S Office,Greater Duwamish,1.0,1,93610,0,93610,Office,95.0,6235947.0,152.28,0.0,0.6218394736196443,0.3781605263803557,93610.0,93610.0,0.0,1.0,75
793,NonResidential,Seattle Design Center (Atrium Building),Greater Duwamish,1.0,2,156188,0,156188,Office,67.0,6843855.0,60.92,0.0,0.9581560392498087,0.041843814633711555,156188.0,78094.0,0.0,1.0,52
794,NonResidential,NWCP-SEA Bldg C,Greater Duwamish,1.0,1,115620,0,115620,Warehouse,11.0,1951856.25,13.61,0.0,0.9999998719167972,0.0,115620.0,115620.0,0.0,1.0,59
796,NonResidential,6100 Building,Greater Duwamish,1.0,5,238148,0,238148,Office,93.0,10775646.0,75.12,0.0,0.9999999071981392,0.0,238148.0,47629.6,0.0,1.0,50
797,NonResidential,Westcore River Street,Greater Duwamish,1.0,1,71718,0,71718,Warehouse,100.0,151754.2969,1.06,0.0,0.9999980435479848,0.0,71718.0,71718.0,0.0,1.0,56
798,NonResidential,OPS,Greater Duwamish,1.0,1,55450,0,55450,Warehouse,31.0,4345698.0,131.64,0.0,0.49455737605328304,0.5054426239467169,55450.0,55450.0,0.0,1.0,56
799,NonResidential,Cloverdale Business Park Building D,Greater Duwamish,1.0,1,54880,0,54880,Warehouse,32.0,2763597.0,89.53,0.0,0.44897573705572846,0.5510242629442715,54880.0,54880.0,0.0,1.0,46
800,NonResidential,WEST SEATTLE (0637),Delridge,1.0,1,102500,0,102500,Retail,81.0,7305474.0,158.55,0.0,0.6807050439163838,0.31929481919995883,102500.0,102500.0,0.0,1.0,33
802,NonResidential,70500849 -- Rainier Valley,Greater Duwamish,1.0,1,50785,0,50785,Supermarket/Grocery Store,57.0,7439009.0,195.43,0.0,0.5817071870729018,0.41829281292709825,50785.0,50785.0,0.0,1.0,62
807,NonResidential,645 Elliott - North Building,Magnolia / Queen Anne,1.0,4,242686,100176,142510,Office,77.0,9683979.0,67.51,0.0,0.9999998967366617,0.0,142510.0,35627.5,0.4127803004705669,0.5872196995294331,17
809,NonResidential,Washington Shoe Building,Downtown,1.0,6,95760,15840,79920,Office,83.0,5392617.5,74.45,0.0,0.851879259005483,0.14812064827516508,79920.0,13320.0,0.16541353383458646,0.8345864661654135,125
811,NonResidential,City Commerce Park,Greater Duwamish,1.0,1,179413,0,179413,Warehouse,57.0,3459543.0,24.12,0.0,0.9999997109444803,0.0,179413.0,179413.0,0.0,1.0,79
813,NonResidential,3546 W Marginal Way SW,Delridge,1.0,1,170632,0,170632,Warehouse,98.0,602245.0,4.2,0.0,1.0,0.0,170632.0,170632.0,0.0,1.0,59
814,NonResidential,West Lake Union Center,Magnolia / Queen Anne,1.0,10,381511,0,381511,Office,87.0,11410228.0,106.12,0.0,0.9495169596961603,0.05048295266317202,381511.0,38151.1,0.0,1.0,31
815,NonResidential,Fifth and Yesler,Downtown,1.0,17,413264,138098,275166,Office,91.0,13631141.0,95.03,0.0,0.9999999266385697,0.0,275166.0,16186.235294117647,0.33416411785202677,0.6658358821479732,16
817,NonResidential,Russell Hall,Northeast,1.0,6,122400,54300,68100,Office,63.0,4865551.5,79.39,0.0,0.7974623226164598,0.20253757462026659,68100.0,11350.0,0.44362745098039214,0.5563725490196079,16
821,NonResidential,3701 S. Norfolk,Greater Duwamish,1.0,2,123000,0,123000,Warehouse,47.0,3004271.0,20.94,0.0,1.0,0.0,123000.0,61500.0,0.0,1.0,59
861,NonResidential,Patricia Steele Building,East,1.0,5,275130,112980,162150,Medical Office,70.0,9941308.0,69.3,0.0,0.9999998994096149,0.0,162150.0,32430.0,0.4106422418493076,0.5893577581506924,22
822,NonResidential,(ID#822) 98 NORFOLK,Greater Duwamish,1.0,1,60448,0,60448,Warehouse,90.0,1052244.75,27.24,0.0,0.5900271776124328,0.40997305997487754,60448.0,60448.0,0.0,1.0,47
831,NonResidential,600 Broadway,East,1.0,5,289419,159157,130262,Medical Office,59.0,12731388.0,133.5,0.0,0.9238230741220046,0.07617684733196411,130262.0,26052.4,0.5499189756028457,0.4500810243971543,35
832,NonResidential,Salal Credit Union Headquarters,North,1.0,5,90266,0,90266,Financial Services,18.0,7771933.5,54.18,0.0,0.9999999356659447,0.0,90266.0,18053.2,0.0,1.0,38
837,NonResidential,Peoples Storage,Ballard,1.0,4,87332,6458,80874,Warehouse,87.0,1165598.875,14.49,0.0,0.8816489291824342,0.11835117805857526,80874.0,20218.5,0.07394769385792149,0.9260523061420785,21
845,NonResidential,08501-Capitol Hill,East,1.0,4,132828,0,132828,Warehouse,83.0,1083729.625,7.56,0.0,0.9999994232878888,0.0,132828.0,33207.0,0.0,1.0,37
857,NonResidential,3480 W Marginal Way SW,Southwest,1.0,1,152365,0,152365,Warehouse,88.0,1069749.75,13.07,0.0,0.8863820720687244,0.11361816163079262,152365.0,152365.0,0.0,1.0,60
864,NonResidential,08458-Lake City,North,1.0,4,80360,0,80360,Warehouse,96.0,686019.1875,16.27,0.0,0.6370361178855511,0.3629636087984784,80360.0,20090.0,0.0,1.0,38
1280,NonResidential,Filson World Headquarters LP,Greater Duwamish,1.0,3,66138,12586,53552,Office,3.0,7070998.5,49.29,0.0,0.9999999292886288,0.0,53552.0,17850.666666666668,0.19029907163809007,0.80970092836191,104
19461,NonResidential,University Unitarian Church,Northeast,1.0,2,22220,0,22220,Worship Facility,90.0,778355.8125,31.74,0.0,0.2673070550237588,0.7326931858686415,22220.0,11110.0,0.0,1.0,68
19477,NonResidential,SeaTac Marine Services,Greater Duwamish,1.0,1,44100,0,44100,Warehouse,1.0,1618916.375,11.29,0.0,0.999999768363576,0.0,44100.0,44100.0,0.0,1.0,49
19481,NonResidential,Shultz Distribution,Greater Duwamish,1.0,1,27800,0,27800,Warehouse,13.0,1224186.25,24.39,0.0,0.719339071158494,0.28066072462421465,27800.0,27800.0,0.0,1.0,60
19489,NonResidential,Seadrunar Recycling,Greater Duwamish,1.0,1,46340,0,46340,Warehouse,3.0,2564004.0,17.87,0.0,1.0,0.0,46340.0,46340.0,0.0,1.0,24
19501,NonResidential,RLIBuilding,Central,1.0,3,38460,0,38460,Office,69.0,1950713.25,36.02,0.0,0.7508376743737195,0.24916219746802867,38460.0,12820.0,0.0,1.0,115
19520,NonResidential,Woodland Park Methodist Church,Northwest,1.0,2,21022,0,21022,Worship Facility,54.0,945245.625,43.84,0.0,0.14589012247478003,0.8541092163214191,21022.0,10511.0,0.0,1.0,103
19559,NonResidential,Noble Building,Greater Duwamish,1.0,1,48001,0,48001,Warehouse,49.0,2143650.75,86.46,0.0,0.2769014495481598,0.7230986670753153,48001.0,48001.0,0.0,1.0,58
19570,NonResidential,pape' Material Handling Seattle,Greater Duwamish,1.0,1,37351,0,37351,Warehouse,10.0,2559461.75,77.04,0.0,0.49872282717254907,0.5012772705042379,37351.0,37351.0,0.0,1.0,56
19572,NonResidential,WALL & CEILING SUPPLY CO INC,Greater Duwamish,1.0,1,30375,0,30375,Warehouse,73.0,345866.6875,2.41,0.0,1.0000009035273165,0.0,30375.0,30375.0,0.0,1.0,44
19596,NonResidential,BALLARD CHURCH (ID19596),Ballard,1.0,2,33589,0,33589,Worship Facility,90.0,509836.1875,21.93,0.0,0.21894483509960735,0.7810547971352073,33589.0,16794.5,0.0,1.0,111
19613,NonResidential,SBC19613,Ballard,1.0,3,43500,0,43500,Office,46.0,3220635.25,22.65,0.0,0.9986837224115956,0.001316199963966736,43500.0,14500.0,0.0,1.0,46
19621,NonResidential,(ID19621) BALLARD ELKS,Ballard,1.0,2,28492,0,28492,Office,12.0,1896298.875,37.78,0.0,0.7192732211055074,0.2807268448123717,28492.0,14246.0,0.0,1.0,47
19696,NonResidential,Lane St. Goodwill,Downtown,1.0,2,147545,0,147545,Retail,69.0,6787070.0,169.75,0.0,0.6090271648885307,0.39097268777248506,147545.0,73772.5,0.0,1.0,108
19747,NonResidential,First and Cedar Building,Downtown,1.0,5,61825,13320,48505,Office,59.0,4322873.0,141.2,0.0,0.44315412458335,0.55684587541665,48505.0,9701.0,0.21544682571775173,0.7845531742822482,51
19750,NonResidential,Seattle Labor Temple Association,Downtown,1.0,3,64630,0,64630,Office,96.0,1408291.375,9.82,0.0,0.9999997337198774,0.0,64630.0,21543.333333333332,0.0,1.0,83
19752,NonResidential,Belltown,Downtown,1.0,2,20920,0,20920,Worship Facility,15.0,1042108.5,42.19,0.0,0.2735290998969877,0.7264713798995018,20920.0,10460.0,0.0,1.0,77
19766,NonResidential,(ID19766) ALKI CONGREGATIONAL CHURCH,Southwest,1.0,2,22128,0,22128,Worship Facility,94.0,608359.6875,25.24,0.0,0.251998945936075,0.7480015677403017,22128.0,11064.0,0.0,1.0,99
19774,NonResidential,Office Depot,Northwest,1.0,1,48139,0,48139,Retail,98.0,859236.625,24.02,0.0,0.5451373770292904,0.4548618955808593,48139.0,48139.0,0.0,1.0,57
19787,NonResidential,First Lutheran Church of West Seattle,Southwest,1.0,2,21364,0,21364,Worship Facility,86.0,965651.125,43.8,0.0,0.16799027702680924,0.8320095935268548,21364.0,10682.0,0.0,1.0,76
19845,NonResidential,000956-Seattle,Northeast,1.0,1,25735,0,25735,Retail,82.0,1169394.875,18.1,0.0,0.8155457325738664,0.18445437431902548,25735.0,25735.0,0.0,1.0,29
19847,NonResidential,EAST BLDG N,Northeast,1.0,2,25862,0,25862,Retail,20.0,4801472.0,154.17,0.0,0.45517770383748984,0.5448222961625102,25862.0,12931.0,0.0,1.0,69
19848,NonResidential,EAST BLDG S,Northeast,1.0,2,49965,0,49965,Retail,82.0,3377209.75,29.54,0.0,0.9615026132149477,0.03849716470823288,49965.0,24982.5,0.0,1.0,22
19853,NonResidential,Hartford Building,Downtown,1.0,2,20028,0,20028,Office,95.0,511797.4063,14.22,0.29648938844182654,0.7035107946384292,0.0,20028.0,10014.0,0.0,1.0,96
19855,NonResidential,Lowman & Hanford Building,Downtown,1.0,7,23622,0,23622,Office,100.0,552007.5,9.95,0.0,0.7605838688785931,0.23941522533661228,23622.0,3374.5714285714284,0.0,1.0,125
19856,NonResidential,Howard Building,Downtown,1.0,3,23563,0,23563,Office,67.0,883197.6875,6.16,0.0,1.0000003538279192,0.0,23563.0,7854.333333333333,0.0,1.0,123
19858,NonResidential,Marion 823,Downtown,1.0,2,38539,12379,26160,Retail,55.0,2186018.5,15.24,0.0,0.9999997712736649,0.0,26160.0,13080.0,0.3212070889229093,0.6787929110770907,47
19860,NonResidential,Marion 814,Downtown,1.0,5,26840,0,26840,Office,24.0,1989287.0,13.87,0.0,1.0,0.0,26840.0,5368.0,0.0,1.0,119
19861,NonResidential,Marion 804,Downtown,1.0,2,46800,0,46800,Retail,86.0,1245187.5,8.68,0.0,0.9999995984540481,0.0,46800.0,23400.0,0.0,1.0,119
19862,NonResidential,Marion 801,Downtown,1.0,3,63990,26640,37350,Office,51.0,2067352.5,14.63,0.0,0.9977108403138797,0.0022889178308972465,37350.0,12450.0,0.41631504922644164,0.5836849507735584,46
19864,NonResidential,S2315 - Belltown Worklofts,Downtown,1.0,3,28800,0,28800,Office,50.0,1345025.75,28.81,0.0,0.6869043213484947,0.31309586452155286,28800.0,9600.0,0.0,1.0,117
19871,NonResidential,2717 3rd Avenue Building,Downtown,1.0,3,33552,4968,28584,Office,75.0,1696978.75,60.43,0.0,0.3793058693280632,0.6206942779925795,28584.0,9528.0,0.148068669527897,0.851931330472103,71
19873,NonResidential,Store #5218_2603 Third Avenue,Downtown,1.0,2,26270,0,26270,Retail,32.0,1560461.75,33.78,0.0,0.6819135425780222,0.31808597679500955,26270.0,13135.0,0.0,1.0,94
19874,NonResidential,Trianon Building,Downtown,1.0,3,57620,7820,49800,Office,50.0,2385395.0,16.63,0.0,1.0,0.0,49800.0,16600.0,0.13571676501214855,0.8642832349878514,99
19878,NonResidential,BELLTOWN INN (ID#19878),Downtown,1.0,5,57800,0,57800,Hotel,87.0,2443065.25,66.29,0.0,0.5629956056228953,0.437004292046641,57800.0,11560.0,0.0,1.0,35
19894,NonResidential,WA3-124 (Fifth and Olive Retail),Downtown,1.0,2,31890,0,31890,Financial Services,2.0,1858224.625,12.95,0.0,0.9999996636574547,0.0,31890.0,15945.0,0.0,1.0,70
19895,NonResidential,CENTENNIAL BUILDING,Downtown,1.0,2,44098,13660,30438,Office,53.0,1441900.5,41.69,0.31245034764881485,0.6875495223144732,0.0,30438.0,15219.0,0.3097646151752914,0.6902353848247086,100
19910,NonResidential,King Co Public Health,Downtown,1.0,4,26670,0,26670,Medical Office,51.0,1553208.375,10.83,0.0,0.9999785122199074,2.1246344361232278e-05,26670.0,6667.5,0.0,1.0,73
19927,NonResidential,The Loyal Inn,Downtown,1.0,4,44416,0,44416,Hotel,61.0,2669564.25,72.78,0.0,0.5602198935650265,0.439780012786731,44416.0,11104.0,0.0,1.0,58
20000,NonResidential,EMMANUEL BIBLE CHURCH,Northwest,1.0,2,45991,0,45991,Worship Facility,77.0,1145535.75,36.43,0.0,0.46181797469000857,0.5381822435484881,45991.0,22995.5,0.0,1.0,97
20029,NonResidential,Washington Phikeia Foundation,Northeast,1.0,3,21499,0,21499,Residence Hall/Dormitory,85.0,605130.6875,4.22,0.0,0.9999988638817793,0.0,21499.0,7166.333333333333,0.0,1.0,104
20033,NonResidential,Lisa Li Building,Northeast,1.0,2,20384,0,20384,Office,16.0,1791071.375,13.91,0.0,0.9827179556146945,0.01728239333845643,20384.0,10192.0,0.0,1.0,36
20048,NonResidential,NW BLDG,Northeast,1.0,2,54284,0,54284,Retail,18.0,6778694.0,63.61,0.0,0.9477046758564408,0.05229517662251755,54284.0,27142.0,0.0,1.0,69
20050,NonResidential,BLDG C,Northeast,1.0,1,23409,0,23409,Retail,67.0,2545405.0,28.41,0.0,0.9091543388969535,0.09084566110304647,23409.0,23409.0,0.0,1.0,69
20066,NonResidential,University Travelodge,Northeast,2.0,2,24100,0,24100,Hotel,91.0,1587454.75,46.57,0.0,0.5152820891430133,0.48471806834179054,12050.0,12050.0,0.0,1.0,64
20073,NonResidential,Griffin Building,Downtown,1.0,4,32356,0,32356,Financial Services,81.0,1857154.75,74.92,0.4752596343950336,0.5247403319513357,0.0,32356.0,8089.0,0.0,1.0,98
20082,NonResidential,La Quinta Inn & Suites,Downtown,1.0,7,61180,12960,48220,Hotel,24.0,3993913.25,126.3,0.0,0.4656758631399918,0.5343240742647578,48220.0,6888.571428571428,0.2118339326577313,0.7881660673422687,65
20087,NonResidential,800 Stewart,Downtown,1.0,5,43506,11250,32256,Office,51.0,3460275.5,99.15,0.0,0.5300439228032565,0.4699559326995784,32256.0,6451.2,0.258585022755482,0.741414977244518,47
20130,NonResidential,Green Lake United Methodist Church,Northwest,1.0,2,23931,0,23931,Worship Facility,88.0,496477.3125,18.66,0.0,0.3365209160489081,0.6634784545164891,23931.0,11965.5,0.0,1.0,115
20132,NonResidential,Green Lake Church of Seventh-day Adventists,Northwest,1.0,2,21393,0,21393,Worship Facility,57.0,845961.375,32.64,0.0,0.3148595288998862,0.6851400278174639,21393.0,10696.5,0.0,1.0,77
20141,NonResidential,WALDEN BUILDING,Southeast,1.0,2,47560,0,47560,Warehouse,80.0,1132489.625,33.23,0.0,0.5150563741367609,0.48494395699210047,47560.0,23780.0,0.0,1.0,35
20145,NonResidential,Cabrini Senior Housing,East,1.0,6,62334,0,62334,Senior Care Community,100.0,1076733.25,34.98,0.0,0.4468776273046272,0.5531221405115891,62334.0,10389.0,0.0,1.0,19
20167,NonResidential,Ninth & Lenora Building,Downtown,1.0,2,21600,0,21600,K-12 School,72.0,1261536.75,38.87,0.0,0.48331846059974076,0.5166817375712598,21600.0,10800.0,0.0,1.0,68
20168,NonResidential,Spruce Street School,Downtown,1.0,3,22860,0,22860,K-12 School,43.0,931148.625,6.49,0.0,0.9999993287859926,0.0,22860.0,7620.0,0.0,1.0,30
20182,NonResidential,St. Bridget Church,Northeast,1.0,1,26366,0,26366,Worship Facility,88.0,888031.875,32.22,0.0,0.364628803442444,0.6353713373182691,26366.0,26366.0,0.0,1.0,53
20197,NonResidential,Sephardic Bikur Holim Congregation,Southeast,1.0,2,21732,0,21732,Worship Facility,2.0,860364.1875,23.59,0.0,0.5569257844080127,0.44307399766101957,21732.0,10866.0,0.0,1.0,60
20237,NonResidential,(ID20237) Big 5 Corp,Northeast,1.0,3,32960,0,32960,Retail,71.0,813641.0,5.67,0.0,1.0,0.0,32960.0,10986.666666666666,0.0,1.0,125
20242,NonResidential,Collegiana Hospitality House,Northeast,1.0,3,20571,0,20571,Hotel,72.0,716279.6875,4.99,0.0,0.9999990401793992,0.0,20571.0,6857.0,0.0,1.0,95
20266,NonResidential,University Temple United Methodist Church,Northeast,1.0,2,47992,0,47992,Worship Facility,17.0,3040195.5,118.37,0.0,0.30722629515108485,0.6927738693120229,47992.0,23996.0,0.0,1.0,99
20273,NonResidential,Brooklyn Plaza,Northeast,1.0,3,28572,0,28572,Residence Hall/Dormitory,16.0,2717863.25,89.57,0.0,0.43680453753513904,0.5631953704808363,28572.0,9524.0,0.0,1.0,32
20323,NonResidential,Chancery Place Apartments,East,1.0,15,115775,31535,84240,Residence Hall/Dormitory,94.0,2882489.75,20.09,0.0,0.9999997398082682,0.0,84240.0,5616.0,0.2723817749946016,0.7276182250053984,43
20324,NonResidential,Temple Beth Am,Northeast,1.0,2,31386,0,31386,Worship Facility,52.0,1128179.125,27.14,0.0,0.6297563784474385,0.37024351075455325,31386.0,15693.0,0.0,1.0,25
20325,Campus,University Prep Academy,Northeast,5.0,3,21500,0,21500,K-12 School,44.0,6689184.0,202.65,0.0,0.49448363208427215,0.5055162184206624,4300.0,7166.666666666667,0.0,1.0,36
20369,NonResidential,Emerald Landing I,Lake Union,1.0,2,84116,26497,57619,Office,68.0,2641681.75,20.08,0.0,0.986367491087827,0.013632225002122227,57619.0,28809.5,0.3150054686385468,0.6849945313614533,13
20377,NonResidential,Washington Care Center,Southeast,1.0,3,78374,0,78374,Senior Care Community,98.0,3321035.75,23.15,0.0,0.9999997741668394,0.0,78374.0,26124.666666666668,0.0,1.0,44
20395,NonResidential,Holyoke,Downtown,1.0,5,39960,0,39960,Office,77.0,2178690.5,49.98,0.0,0.6538891136671316,0.3461106568372148,39960.0,7992.0,0.0,1.0,125
20397,NonResidential,The Hotel Seattle,Downtown,1.0,11,36240,0,36240,Hotel,98.0,2147968.25,120.91,0.539169166024684,0.2124565854267166,0.24837424854859935,36240.0,3294.5454545454545,0.0,1.0,99
